game_id,inning,batting_team,batter,pitch_sequence,event_text,ejection_flag,ejectee,job_code,ump_id,reason
MIN200307040,3,1,koskc001,FB1BX,HR/8/F.1-H,ej,gardr001,M,hohnb901,Aftermath of brawl
MIN200307040,3,1,koskc001,FB1BX,HR/8/F.1-H,ej,sabac001,P,hollm901,Screaming a profanity
MIN200309010,2,1,huntt001,CBSBC,K,ej,huntt001,P,cuzzp901,Balls and strikes
MON200305090,4,1,vargc001,CBBFC,K,ej,robif103,M,wegnm901,Balls and strikes
MON200307070,4,1,hernl003,BH,HP,ej,bowal001,M,welkb901,Arguing batter swung at HBP
MON200307280,7,0,hampm001,M1BX,13/BG/BINT.1-1,ej,hampm001,P,randt901,Interference call
MON200308270,1,0,abreb001,BCBCS,K,ej,pratt001,P,crawj901,Bench jockeying
MON200308270,8,1,guerv001,H,HP.1-2,ej,wendt001,P,onorb901,Intentional HBP
MON200309060,6,1,guzme001,CFFS,K,ej,pennb002,P,drakr901,Call at 3B
NYA200305230,8,1,matsh001,..CX,16(1)3/GDP/RINT,ej,posaj001,P,culbf901,Interference call
NYA200306171,4,1,matsh001,BBBC>B,W.1-2,ej,bosic001,C,marqa901,Balls and strikes
NYA200306290,3,1,jeted001,1BB1X,S8/G.1-3;B-2(TH),ej,howea001,M,timmt901,Call at 3B
NYN200306200,1,1,burnj001,BFFFC,K,ej,burnj001,P,kulpr901,Balls and strikes
NYN200306282,8,1,wiggt001,FBBFC,K,ej,weatd001,P,timmt901,Balls and strikes
NYN200307130,5,0,byrdm001,BFX,3/G,ej,polap001,P,laynj901,Balls and strikes
NYN200308310,9,1,ceder001,.CFC,K,ej,ceder001,P,kulpr901,Balls and strikes
NYN200309080,1,1,ceder001,BCCS,K,ej,ceder001,P,gibsg901,Balls and strikes
OAK200306300,7,0,cirij001,1X,3/SH/BG.3-H;1-2,ej,cirij001,P,gibsg901,Call at 1B (Threw helmet)
OAK200307040,7,1,chave001,BCX,6/P,ej,sciom001,M,fostm901,Balls and strikes
OAK200307290,8,0,bradm001,BFBBCC,K,ej,bradm001,P,froeb901,Called third strike
OAK200308120,7,0,nixot001,.CBCC,K,ej,nixot001,P,iassd901,Called third strike
OAK200308120,7,0,nixot001,.CBCC,K,ej,littg801,M,iassd901,Called third strike
OAK200308310,5,1,hernr002,BSCFBBB,W.1-2,ej,mclaj801,C,brinj901,Check swing
OAK200308310,5,1,hernr002,BSCFBBB,W.1-2,ej,elial101,C,cousd901,Check swing
OAK200308310,8,1,chave001,X,3/P3F,ej,gonzj003,P,brinj901,Check swing (threw food onto field)
PHI200304060,6,1,abreb001,..CBFBX,63/G,ej,bowal001,M,millb901,Call at 1B
PHI200304080,5,0,shefg001,CBBSBC,K,ej,cox-b103,M,danlk901,Called third strike on Sheffield
PHI200304080,5,0,shefg001,CBBSBC,K,ej,shefg001,P,danlk901,Called third strike
PHI200305130,7,0,gracm001,.CBS1BBC,K,ej,gracm001,P,hollm901,Called third strike
PHI200306170,5,1,belld002,.BBCFF.BFFS,K,ej,cox-b103,M,culbf901,Balls and strikes
PHI200306190,9,0,lopej001,BFFBFC,K,ej,bowal001,M,craft901,Balls and strikes
PHI200307040,8,0,cabrm001,BBBCCFB,W,ej,bowal001,M,tscht901,Balls and strikes
PHI200308170,9,0,rente001,FBFH,HP,ej,larut101,M,davig901,Demanding ejection after HBP
PHI200309020,9,0,vidrj001,BCB.CBC,K,ej,vidrj001,P,fichm901,Balls and strikes
PHI200309030,1,0,schnb001,B1FB.X,9/L,ej,bowal001,M,marqa901,Balls and strikes
PHI200309170,9,0,encaj001,.CBH,HP,ej,bowal001,M,barkl901,Warning to pitcher
PIT200305090,4,1,kendj001,1B>FFF1X,5/LDP.1X1(53),ej,mccll001,M,relic901,Call at 1B
PIT200305110,8,1,wilsj002,BX,63/G,ej,wilsj002,P,culbf901,Call at 1B
PIT200306210,7,1,kendj001,BBBCB,W,ej,boydj001,P,demud901,Balls and strikes
PIT200307020,8,0,boona001,*BSFC,K,ej,boona001,P,klemj901,Called third strike
PIT200308140,4,0,martt002,FX,S8/L-,ej,mccll001,M,coope901,Balls and strikes
PIT200308170,4,0,sexsr001,SBX,54(1)3/GDP.2-3,ej,yoste001,M,holbs901,Call at 1B
PIT200309160,7,1,mackr001,BFBX,T9/F.1-H,ej,miled801,M,coope901,Call at HP
PIT200309200,2,1,bay-j001,BCBCBC,K,ej,perrg001,C,brinj901,Balls and strikes
SDN200305010,1,0,simor001,SX,S9/G.1-3,ej,perrg001,C,welkb901,Checked swing
SDN200305040,1,0,abreb001,CBB>FFS,K,ej,vukoj101,C,hohnb901,Balls and strikes
SDN200306060,7,0,koskc001,FBFFFBC,K,ej,koskc001,P,westj901,Called third strike
SDN200308060,8,1,nevip001,FSS,K,ej,nevip001,P,vanol901,Balls and strikes
SDN200309280,7,1,kotsm001,X,13/G+.1-2,ej,bochb002,M,kellk901,Call at 1B
SEA200305220,4,0,tuckm001,CFBC,K,ej,tuckm001,P,hudsm901,Called third strike
SEA200307240,8,0,hernr002,..FSX,4!/P,ej,johnl101,C,cuzzp901,Balls and strikes
SEA200308160,6,0,walkt002,1*BBCFX,36(1)/FO/G.3-H,ej,melvb001,M,mealj901,Call at 1B
SFN200305160,7,0,wilsv001,BFFBX,S8/G.2-H;1-2,ej,santb001,P,drecb901,Balls and strikes (while catching)
SFN200306240,6,1,alfoe001,BC1,BK.1-2,ej,tracj101,M,marsr901,Balk call
SFN200306240,6,1,galaa001,1BX,3/P3F,ej,pereo001,P,herna901,Balk call
SFN200307070,4,1,felip001,CBCBF>B,CS2(24),ej,alouf101,M,reynj901,Call at 2B
SFN200307080,3,0,roles001,CBCX,5!3/G,ej,larut101,M,joycj901,Call at 1B
SFN200308200,8,1,santb001,CBX,T7/F,ej,alouf101,M,marsr901,Arguing ball in play was HR
SFN200309020,7,0,nortg001,.CFC,K,ej,hurdc001,M,barrt901,Balls and strikes
SFN200309050,7,1,aurir001,BBBCCC,K,ej,aurir001,P,nelsj901,Balls and strikes
SFN200309130,9,1,hammj001,X,S9/L.1-2,ej,yoste001,M,joycj901,Balls and strikes
SFN200309140,8,1,bondb001,..BCBBCB,W,ej,bondb001,P,reynj901,Balls and strikes (from bench)
SFN200309150,9,0,mattg002,..CTFC,K,ej,mattg002,P,kulpr901,Called third strike
SLN200304200,5,1,drewj001,BFSBFX,46(1)/FO/G,ej,batim001,P,gormb901,Fight after HBP
SLN200304200,5,1,drewj001,BFSBFX,46(1)/FO/G,ej,martt002,P,gormb901,Fight after HBP
SLN200304200,9,0,gonzl001,BH,HP,ej,fassj001,P,gormb901,Intentional HBP
SLN200304200,9,0,gonzl001,BH,HP,ej,larut101,M,gormb901,Intentional HBP
SLN200305170,7,1,martt002,BCFC,K,ej,larut101,M,hollm901,Balls and strikes
SLN200305180,3,1,mathm001,BX,3/L,ej,rothl101,C,wegnm901,Balls and strikes
SLN200306050,2,1,mathm001,LBX,S7/L.2-3;1-2,ej,toscc801,C,danlk901,Catch/no catch call
SLN200306070,6,1,edmoj001,SFBBC,K,ej,edmoj001,P,froeb901,Called third strike
SLN200306080,4,0,moram002,CBCX,43/G,ej,surhb001,P,eddid901,Bench jockeying on balls and strikes
SLN200306210,5,0,maynb001,CBBX,8/F,ej,penat001,M,fostm901,Balls and strikes
SLN200306250,9,0,guilj001,..BSSC,K,ej,guilj001,P,hollm901,Called third strike
SLN200307130,1,1,pujoa001,H,HP,ej,eatoa001,P,carlm901,Intentional HBP
SLN200307130,1,1,pujoa001,H,HP,ej,bochb002,M,carlm901,Intentional HBP
SLN200307130,1,1,pujoa001,H,HP,ej,benng001,P,carlm901,Fighting with Albert Pujols
SLN200307130,1,1,pujoa001,H,HP,ej,pujoa001,P,carlm901,Fighting with Gary Bennett
TBA200304090,1,0,segud001,BCSBS,K,ej,segud001,P,westj901,Check swing
TBA200305100,6,0,higgb001,BBFCFBC,K,ej,higgb001,P,cuzzp901,Balls and strikes
TBA200305290,6,0,molib001,BBBCFFX,S8/G.2XH(82);1-2,ej,fullb001,P,relic901,Call at HP
TBA200306100,4,1,crawc002,FSBBFB,PO3(25),ej,folet001,C,rapue901,Call at 3B
TBA200306140,4,1,andem003,H,HP,ej,kendj001,P,wegnm901,Bench-clearing brawl
TBA200306140,4,1,andem003,H,HP,ej,tavaj001,P,wegnm901,Bench-clearing brawl
TBA200306140,4,1,andem003,H,HP,ej,andem003,P,wegnm901,Bench-clearing brawl
TBA200306140,4,1,andem003,H,HP,ej,marta001,P,wegnm901,Bench-clearing brawl
TBA200308070,5,1,perea001,CBBFB1>C,K,ej,perea001,P,barkl901,Called third strike
TBA200308100,8,1,huffa001,X,6(1)/FO/G,ej,guiea001,P,fichm901,Fighting with Jesus Colome
TBA200308100,8,1,huffa001,X,6(1)/FO/G,ej,coloj001,P,fichm901,Fight after throwing near Guiel
TBA200308130,9,0,matol001,BS+1FX,S7/F.1-3,ej,pinil001,M,laynj901,Call at 1B
TBA200309060,8,0,longt002,X,43/G,ej,frant001,C,wendh902,Balls and strikes
TBA200309200,9,0,jeted001,H,HP,ej,switj001,P,welkt901,Intentional HBP
TBA200309270,9,0,mccad001,BFX,7/F/FINT,ej,mirad001,P,westj901,Fan interference call
TEX200304090,8,0,tejam001,H,HP,ej,garcr003,P,buckc901,Intentional HBP
TEX200304170,5,0,salmt001,CCBBFBC,K,ej,sciom001,M,gibsg901,Called third strike
TEX200305250,7,1,everc001,CSS,K23,ej,smits801,C,tscht901,Fair/foul call
TEX200308150,3,0,alomr001,CCF*BFC,K,ej,alomr001,P,cuzzp901,Called third strike
TEX200308170,4,0,aloms001,FSX,3/P3F,ej,smits801,C,iassd901,Call at 3B
TOR200307300,8,0,lee-t002,.BBFSBB,W.2-3;1-2,ej,toscc801,M,emmep901,Balls and strikes
TOR200309220,6,0,baldr001,H,HP.1-2,ej,hallr001,P,cuzzp901,Intentional HBP
TOR200309220,6,0,lugoj001,BSCX,8/F,ej,hallt001,P,cuzzp901,Disputing call that he swung at HBP
TOR200309230,5,0,lugoj001,X,HR/7/F.3-H,ej,towej001,P,poncl901,Throwing at batter
TOR200309230,9,0,gomej001,SX,9/F,ej,lopea003,P,poncl901,Throwing at batter
TOR200309230,9,0,gomej001,SX,9/F,ej,crawc002,P,poncl901,Fighting with Lopez
TOR200309230,9,0,gomej001,SX,9/F,ej,sturt001,P,poncl901,Fighting after Lopez threw at Crawford
ANA200405050,6,0,higgb001,SSFBFBB>X,S9/L.2-H;1-H,ej,escok001,P,marqa901,Balls and strikes (after being removed)
ANA200405050,6,0,higgb001,SSFBFBB>X,S9/L.2-H;1-H,ej,sciom001,M,marqa901,Escobar's ejection
ANA200405190,6,0,willb002,BCCBX,5/P/IF,ej,torrj101,M,timmt901,Balls and strikes
ANA200407020,4,0,bradm001,FBBCFFFC,K,ej,bradm001,P,hirsj901,Called third strike
ANA200407160,7,0,ortid001,.BCBSC,K,ej,ortid001,P,hollm901,Called third strike
ANA200407180,8,1,molib001,BH,HP,ej,sciom001,M,kellk901,Arguing for ejection of Schilling
ANA200408290,3,1,ecksd001,BCBS>FX,4(1)3/GDP.3-H(NR),ej,sciom001,M,cuzzp901,Call at 2B
ANA200409190,8,1,figgc001,CCX,13/G,ej,almac001,P,rapue901,Balls and strikes
ANA200409200,1,1,guerv001,SCH,HP,ej,sciom001,M,bellw901,Argument after HBP
ANA200409200,8,1,pridc001,SB*BS>F>B.S,K,ej,olivm001,P,bellw901,Call at HP (while catching)
ARI200408160,10,0,castj005,..BBBCFB,W,ej,wills801,C,joycj901,Balls and strikes
ATL200404180,5,1,gilem001,FFC,K,ej,gilem001,P,guccc901,Called third strike
ATL200404180,5,1,gilem001,FFC,K,ej,cox-b103,M,guccc901,Called third strike
ATL200405080,8,1,garcj001,CFH,HP.1-2,ej,willj107,M,drakr901,Overruled possible HBP
ATL200405080,8,1,jonec004,BBBFB,W.3-H;2-3;1-2,ej,tamaj101,C,darlg901,Balls and strikes
ATL200405080,8,1,jonec004,BBBFB,W.3-H;2-3;1-2,ej,oswar001,P,carlm901,Throwing equipment onto the field
ATL200406190,5,0,laket001,>B,CS2(24),ej,wedge001,M,guccc901,Call at 2B
ATL200409081,5,0,abreb001,BBCCBC,K,ej,abreb001,P,vanol901,Balls and strikes
ATL200409082,6,0,burrp001,SCB>S,K+SB3,ej,bowal001,M,barkl901,Check swing
ATL200409090,6,1,gilem001,1>B.BFFC,K,ej,cox-b103,M,barkl901,Balls and strikes
BAL200404240,11,1,moram002,CBX,E2/P.2-3,ej,toscc801,M,everm901,Interference non-call
BAL200406121,11,0,cruzd001,.CBBX,S8/L.3-H;2-H;1-2,ej,wilem101,C,wendh902,Balls and strikes
BAL200409070,9,0,cuddm001,BX,HR/7/F.1-H,ej,julij001,P,kulpr901,Pitch thrown at batter's head
BOS200405090,7,0,santb001,CSS,K,ej,santb001,P,dimum901,Balls and strikes
BOS200407240,3,0,rodra001,SBH,HP,ej,varij001,P,froeb901,Brawl
BOS200407240,3,0,rodra001,SBH,HP,ej,kaplg001,P,froeb901,Brawl
BOS200407240,3,0,rodra001,SBH,HP,ej,rodra001,P,froeb901,Brawl
BOS200407240,3,0,rodra001,SBH,HP,ej,loftk001,P,froeb901,Brawl
BOS200407240,5,1,ortid001,BBCC1B>F>X,96(1)/FO/G,ej,frant001,M,wintm901,Call at 2B
BOS200408290,7,0,guilc001,CCC,K,ej,trama001,M,welkb901,Called third strike
BOS200409250,6,0,posaj001,BX,DGR/9/FINT.2-H;1-H,ej,frant001,M,culbf901,Fan interference
BOS200409260,7,1,bellm002,CFBBC,K,ej,astap001,P,wolfj901,Pitch behind batter
BOS200409260,8,0,willb002,BCBFS,K,ej,halsb001,P,mcclt901,Beanball war continuation
BOS200409260,8,0,willb002,BCBFS,K,ej,torrj101,M,mcclt901,Beanball war continuation
CHA200405160,5,1,thomf001,BFCS,K,ej,thomf001,P,wolfj901,Balls and strikes
CHA200406120,6,0,jonea002,FB+2BCBX,43/G.2-3,ej,guilo001,M,davig901,Balls and strikes
CHA200406130,5,1,harrw001,FBBCBFB,W.1-2,ej,cox-b103,M,gibsg901,Balls and strikes
CHA200406270,6,1,thomf001,SCBC,K,ej,thomf001,P,coope901,Called third strike
CHA200407250,2,1,rowaa001,BBH,HP,ej,bondj001,P,kellk901,Intentional HBP
CHA200407250,2,1,rowaa001,BBH,HP,ej,trama001,M,kellk901,Intentional HBP
CHA200407280,5,0,fordl001,FX,6/P5F,ej,gardr001,M,monte901,Fair/foul call (overturned from homer)
CHA200408090,1,1,konep001,C11>B,CS2(24),ej,guilo001,M,wendh902,Call at 2B
CHA200408210,6,1,everc001,BFBCS,K,ej,everc001,P,eddid901,Balls and strikes
CHA200408220,9,1,harrw001,.CLC,K,ej,harrw001,P,relic901,Balls and strikes
CHA200409180,5,1,davib003,BCBBB,W,ej,johnj007,P,tscht901,Balls and strikes
CHN200404160,4,0,grifk002,B*BBB,W,ej,miled801,M,buckc901,Balls and strikes
CHN200404160,7,1,merck001,X,2/G/BOOT,ej,baked002,M,buckc901,Batting out of order call
CHN200404170,9,0,penaw001,SFFBX,D9/L.2-H,ej,woodk002,P,coope901,Balls and strikes
CHN200406080,8,0,womat001,FBBSX,31/G,ej,ceder001,P,reedr901,Checked swing
CHN200406300,5,1,macij001,.CBBCBFB,W.2-3;1-2,ej,mattg001,C,joycj901,Balls and strikes
CHN200407190,8,0,edmoj001,H,HP,ej,baked002,M,brinj901,Throwing at Jim Edmonds
CHN200407190,8,0,edmoj001,H,HP,ej,zambc001,P,brinj901,Throwing at Jim Edmonds
CHN200407200,9,0,moliy001,FSBFFS,K,ej,hawkl001,P,tscht901,Balls and strikes
CHN200408120,6,0,paytj001,BBSFBX,8/L,ej,rothl101,C,timmt901,Balls and strikes
CHN200408150,7,1,aloum001,X,53/G,ej,aloum001,P,drakr901,Call at 1B
CHN200408250,9,1,grudm001,X,D9/F.B-3(E9/TH2),ej,yoste001,M,wegnm901,Fair/foul call
CHN200408290,9,1,lee-d002,H,HP,ej,wheed001,P,meric901,intentional HBP
CHN200408290,9,1,lee-d002,H,HP,ej,garnp001,M,meric901,Intentional HBP
CHN200410020,5,0,estrj001,.BCFBFFFB>F>F>F>C,K,ej,corrp102,C,marqa901,Called third strike
CIN200405190,7,1,cases001,CX,9/F,ej,hurdc001,M,hudsm901,Balls and strikes
CIN200407260,8,0,andem003,....BCCFFC,K,ej,andem003,P,wintm901,Called third strike
CIN200408010,8,0,biggc001,BBBCFB,W.3-H;2-3;1-2,ej,riedj001,P,fleta901,Balls and strikes
CIN200409160,7,1,lopef001,BBC>B,SB2,ej,rothl101,C,hohnb901,Balls and strikes
CIN200409180,3,1,laruj001,CBBFFX,8/F,ej,narrj001,C,welkt901,Balls and strikes
CIN200409190,9,0,peren001,.X,E5/TH1/BG,ej,miled801,M,reynj901,Call at 1B
CLE200406130,4,0,grifk002,B,WP.3-H(NR);2-3,ej,lee-c003,P,hollm901,Throwing at Ken Griffey
CLE200406130,6,1,blakc001,CFBBFFBB,W,ej,miled801,M,hollm901,Balls and strikes
CLE200407210,5,0,ordom001,CFH,HP,ej,robej001,P,dimum901,Intentional HBP
CLE200407220,7,1,lawtm002,BCSS,K,ej,lawtm002,P,dimum901,Checked swing
CLE200409150,1,1,bellr002,CX,E5/TH1,ej,trama001,M,reynj901,Call at 1B
CLE200409150,1,1,bellr002,CX,E5/TH1,ej,munse001,P,reynj901,Call at 1B (from bench; not in game)
CLE200409230,8,0,kubej002,..CBX,6E3/G.B-1,ej,wedge001,M,timmt901,Call at 1B
COL200404140,8,1,pellk001,X,53/G,ej,brenb001,M,darlg901,Balls and strikes
COL200405012,5,1,castv001,BBFX,8/F,ej,hurdc001,M,timmt901,Fan interference non-call
COL200406060,8,0,piera001,CFH,HP.3-H;2-3;1-2,ej,reeds001,P,drecb901,Claimed batter leaned into HBP
COL200407030,6,1,heltt001,11X,S9/L.1-3,ej,clucb801,C,welkt901,Balls and strikes
COL200407040,9,0,guilc001,BCSBBFC,K,ej,guilc001,P,cedeg901,Called third strike
COL200407040,9,0,guilc001,BCSBBFC,K,ej,bondj001,P,cedeg901,Called third strike
COL200407040,9,0,guilc001,BCSBBFC,K,ej,trama001,M,cedeg901,Called third strike
COL200407170,5,0,piera001,FFS,K,ej,piera001,P,barkl901,Checked swing
COL200407170,5,0,piera001,FFS,K,ej,pujol001,C,barkl901,Checked swing
COL200408040,7,0,sosas001,BX,HR/7/F.2-H;1-H,ej,dohms001,P,iassd901,Beanball
COL200408040,7,0,sosas001,BX,HR/7/F.2-H;1-H,ej,hurdc001,M,iassd901,Arguing Dohmann ejection
COL200408192,8,1,closj001,H,HP,ej,loopb001,P,barkl901,Intentional HBP
COL200409120,6,0,greek002,CSX,8/F,ej,hurdc001,M,wendh902,Balls and strikes
DET200404100,9,1,vinaf001,CCS,K,ej,vinaf001,P,hollm901,Balls and strikes
DET200404270,8,1,higgb001,CBCS,K,ej,higgb001,P,hoyej901,Checked swing for strike three
DET200404300,7,0,aurir001,BCSFBC,K,ej,aurir001,P,hudsm901,Called third strike
DET200404300,7,0,aurir001,BCSFBC,K,ej,melvb001,M,hudsm901,Called third strike on Aurilia
DET200405280,3,1,rodri001,BSB1F1C,K,ej,rodri001,P,schrp901,Called third strike
DET200406100,6,0,green001,BCH,HP.2-3;1-2,ej,trama001,M,emmep901,Balls and strikes
DET200406130,3,0,gonza002,*BSSFFFFS,K,ej,gonza002,P,fleta901,Balls and strikes
DET200406300,6,0,crisc001,BBCBX,163/G,ej,crisc001,P,rapue901,Call at 1B
DET200406300,6,0,crisc001,BBCBX,163/G,ej,wedge001,M,rapue901,Call at 1B
DET200409210,5,1,yound001,BSCS,K,ej,yound001,P,hohnb901,Checked swing
DET200409210,9,1,infao001,..CSBBC,K,ej,infao001,P,carlm901,Called third strike
FLO200405070,6,0,nevip001,SBS>B.BC,K,ej,nevip001,P,eddid901,Called third strike
FLO200405070,7,1,pavac001,H,HP,ej,peavj001,P,eddid901,Intentional HBP
FLO200408100,10,1,lodup001,CCBC,K,ej,lodup001,P,guccc901,Called third strike
HOU200405160,6,1,ausmb001,X,S6/G.2-3;1-2,ej,howea001,M,younl901,Call at 2B
HOU200405280,10,0,rente001,BBX,9/F,ej,doteo001,P,wendh902,Balk call
HOU200405290,8,0,lankr001,X,S4/P.2-H(E4/TH)(NR);1-3;B-2(E5/TH),ej,willj107,M,wintm901,Fair/foul call
HOU200407250,7,1,berkl001,.BCTX,D7/L,ej,kentj001,P,guccc901,Balls and strikes
HOU200408070,2,1,vizcj001,CBX,S3/G.BX1(2),ej,garnp001,M,knigb901,Call at 1B
HOU200408220,3,0,barrm003,H,HP,ej,oswar001,P,hohnb901,Intentional HBP
HOU200408220,5,1,kentj001,FBH,HP.1-2,ej,woodk002,P,hohnb901,Intentional HBP
HOU200408220,5,1,kentj001,FBH,HP.1-2,ej,baked002,M,hohnb901,Arguing Wood's ejection
HOU200408230,2,0,rollj001,BCCFC,K,ej,rollj001,P,emmep901,Called third strike
KCA200406270,4,1,relad001,FX,S1/G.1-2,ej,schab801,C,reynj901,Balls and strikes
KCA200407200,6,1,sweem002,C*BBX,63/G.1-2,ej,penat001,M,carlm901,Balls and strikes
KCA200408080,8,0,andeg001,.CBFFFC,K,ej,andeg001,P,iassd901,Called third strike
LAN200404240,1,1,bradm001,CCC,K,ej,bradm001,P,holbs901,Called third strike
LAN200405120,9,0,aloum001,SBCC,K,ej,aloum001,P,diazl901,Called third strike
LAN200406010,6,0,gintk001,1BFX,8/L,ej,bradm001,P,craft901,Arguing with umpire at start of at bat
LAN200406010,6,0,gintk001,1BFX,8/L,ej,tracj101,M,westj901,Claimed Bradley was provoked by Craft
LAN200408220,5,1,grabj001,.BBBCX,5/P,ej,wallt001,C,barkl901,Balls and strikes
LAN200409080,8,0,bautd001,FFC,K,ej,bautd001,P,fleta901,Called third strike
LAN200409280,8,0,hawpb001,BX,S8/L-.2-H(UR);1-2,ej,bradm001,P,joycj901,Threatening fans after bottle thrown
MIL200404210,6,0,finls001,FFFB*BFFFBC,K,ej,finls001,P,wegnm901,Called third strike
MIL200404220,7,0,cinta001,X,E3/G.2-H(UR)(NR);1-H(UR)(NR);B-3,ej,nelsd101,C,everm901,Call at 1B
MIL200405260,1,1,hallb001,FBX,31/G-,ej,yoste001,M,wendh902,Call at 1B
MIL200405280,7,0,gileb002,CBFFFC,K,ej,gileb002,P,kulpr901,Called third strike
MIL200408210,9,1,clarb003,..CBBFBFC,K,ej,yoste001,M,nauep901,Called third strike
MIN200406120,7,1,huntt001,CB>B,SB3;SB2,ej,bowal001,M,craft901,Call at 3B
MIN200407070,2,1,koskc001,H,HP.1-2,ej,gardr001,M,guccc901,Asking for ejection after HBP
MIN200407090,8,1,jonej003,FBBFBC,K,ej,jonej003,P,welkb901,Called third strike
MIN200409020,7,1,huntt001,.BBFSX,52(3)3/GDP.2-3;1-2,ej,gardr001,M,relic901,Call at 1B
MON200405260,3,1,carrj001,BCX,8/F,ej,cox-b103,M,welkb901,Called third strike
MON200406160,11,0,rival001,BFBX,HR/7/F,ej,robif103,M,cuzzp901,Fair/foul call
MON200406220,8,0,abreb001,.CSBBC,K,ej,abreb001,P,darlg901,Called third strike
MON200407260,7,1,johnn001,H,HP,ej,franj001,P,wolfj901,Intentional HBP
MON200407280,5,1,sledt001,CFB*BBB,W,ej,peter801,N,randt901,Balls and strikes
MON200408250,7,1,batit001,1B.H,HP,ej,sancd001,P,timmt901,Intentional HBP
NYA200406272,4,1,shefg001,CSBBFS,K,ej,shefg001,P,hohnb901,Balls and strikes
NYA200407050,4,1,shefg001,CBX,HR/78/F,ej,yan-e001,P,wegnm901,Throwing at Alex Rodriguez
NYA200407070,1,0,rodri001,BF1BS1FFC,K,ej,rodri001,P,herna901,Called third strike
NYA200407070,1,0,rodri001,BF1BS1FFC,K,ej,trama001,M,herna901,Called third strike
NYA200407090,8,0,huffa001,CBFFBFFBFS,K,ej,pinil001,M,iassd901,Balls and strikes
NYA200408060,3,1,flahj001,MBLH,HP,ej,dougs001,P,guccc901,Intentional HBP
NYA200409060,7,1,shefg001,BCSFFBBS,K,ej,herno001,P,drakr901,Balls and strikes from bench
NYA200409060,7,1,shefg001,BCSFFBBS,K,ej,stotm101,C,drakr901,Balls and strikes from bench
NYN200404150,4,1,mcewj001,CBX,53/G,ej,cox-b103,M,kellj901,Balls and strikes
NYN200406060,7,0,castl001,C*BBBX,S8/G.2-3,ej,peter801,C,barrt901,Balls and strikes
NYN200406160,6,0,crisc001,FB.CX,E1/TH/G.2-3,ej,howea001,M,dimum901,Call at 1B
NYN200408150,7,1,wrigd002,F>C,CS3(25),ej,howea001,M,fleta901,Call at 3B
NYN200409110,9,1,delgw001,X,S7/L.3-H(UR),ej,wagnb001,P,demud901,Throwing at batter
OAK200406120,8,0,mackr001,BCFFBX,9/F,ej,torrs001,P,danlk901,Intentional HBP
OAK200406120,8,0,mackr001,BCFFBX,9/F,ej,mccll001,M,danlk901,Intentional HBP
OAK200407260,4,1,kotsm001,CBBBF>B,W.3-H;2-3;1-2,ej,pricb801,C,relic901,Balls and strikes
OAK200408230,7,0,garck002,SBFFC,K,ej,garck002,P,cuzzp901,Called third strike
OAK200408290,5,0,uptob001,..LSC,K,ej,uptob001,P,reynj901,Called third strike
PHI200404220,2,0,redmm001,CBX,HR/78/F,ej,gonza002,P,marqa901,Fighting with Todd Pratt
PHI200404220,2,0,redmm001,CBX,HR/78/F,ej,pratt001,P,marqa901,Fighting with Alex Gonzalez
PHI200405060,8,1,michj001,....SFC,K,ej,michj001,P,demud901,Called third strike
PHI200405060,9,0,edmoj001,CBSBX,FC3/G.3-H;2-3;1-2;B-1,ej,bowal001,M,demud901,Call at HP
PHI200405230,8,0,paytj001,..FCFFBBX,3/G,ej,paytj001,P,hoyej901,Call at 1B
PHI200407030,6,1,michj001,BBBCFC,K,ej,pratt001,P,cuzzp901,Balls and strikes
PHI200407090,3,0,drewj001,SX,9/F,ej,bowal001,M,drecb901,Fair/foul call
PHI200407110,9,0,marre001,X,S7/G+.1-2,ej,bowal001,M,drakr901,Balls and strikes
PHI200407110,9,1,abreb001,BFFBFX,S9/L.1-2,ej,varsg001,C,drakr901,Balls and strikes
PIT200405090,10,1,stync001,BC1X,24/SH/BG.1-2,ej,mccll001,M,younl901,Check swing
PIT200405192,1,0,ojedm001,CX,7/SF.3-H(UR),ej,wills801,C,vanol901,Balls and strikes
PIT200405192,8,1,hillb001,BFFBBC,K,ej,hillb001,P,vanol901,Balls and strikes
PIT200405300,9,0,walkt002,BH,HP,ej,johnm005,P,samuj901,Intentional HBP
PIT200405300,9,0,walkt002,BH,HP,ej,mccll001,M,samuj901,Intentional HBP
PIT200406030,9,0,womat001,BFVBB,W,ej,mccll001,M,gormb901,Arguing with LaRussa
PIT200406030,9,0,womat001,BFVBB,W,ej,larut101,M,gormb901,Arguing with McClendon
PIT200408150,4,1,kendj001,CH,HP.1-2,ej,kennj001,P,nauep901,Fighting with Jason Kendall
PIT200408150,4,1,kendj001,CH,HP.1-2,ej,kendj001,P,nauep901,Fighting with Joe Kennedy
SDN200404180,7,1,hernr002,BCC*BX,43/G,ej,hernr002,P,drecb901,Balls and strikes
SDN200404260,7,0,chave002,SSX,36(1)/FO/G.2-3,ej,bochb002,M,brinj901,Obstruction call
SDN200407070,6,0,lambm001,FFBFS,K,ej,lamog101,C,craft901,Arguing for balk on Jay Witasick
SDN200407260,6,0,durhr001,BBBCFFC,K,ej,durhr001,P,wegnm901,Called third strike
SDN200407280,8,1,klesr001,CBFX,7/F,ej,klesr001,P,younl901,Fair/foul call
SDN200409050,8,0,closj001,SH,HP,ej,nealb001,P,dimum901,Intentional HBP
