game_id,inning,batting_team,batter,pitch_sequence,event_text,ejection_flag,ejectee,job_code,ump_id,reason
OAK200607090,7,1,kendj001,CCBC,K,ej,perrg001,C,coope901,Called third strike on Kendall
OAK200607250,8,0,ramim002,FBBBCB,W.2-3;1-2,ej,duchj001,P,wegnm901,Balls and strikes after removal
OAK200608090,6,1,bradm001,CBCX,6/P-,ej,bradm001,P,schrp901,Balls and strikes
OAK200609220,11,1,bradm001,FBBSBC,K,ej,bradm001,P,kulpr901,Called third strike
PHI200604230,1,1,utlec001,BBBCX,63/G,ej,utlec001,P,iassd901,Call at 1B
PHI200604230,1,1,utlec001,BBBCX,63/G,ej,manuc101,M,iassd901,Call at 1B
PHI200605060,4,1,rowaa001,CCX,5!3/G-,ej,rowaa001,P,gibsg901,Balls and strikes
PHI200605090,9,0,matsk001,FBBFBC,K,ej,franj002,P,eddid901,Balls and strikes (from on deck circle)
PHI200606140,4,1,belld002,CFC,K,ej,manuc101,M,holbs901,Balls and strikes
PHI200606170,8,0,nortg001,.SSBBT,K,ej,lidlc001,P,millb901,Yelling from bench
PHI200606170,8,0,nortg001,.SSBBT,K,ej,manuc101,M,millb901,Defending Lidle after he was ejected
PHI200608190,2,1,rowaa001,H,HP,ej,ortir002,P,nauep901,Intentional HBP
PHI200609240,3,1,nunea001,BH,HP,ej,olses001,P,wegnm901,Intentional HBP
PIT200605270,8,0,lambm001,X,E7/SF.3-H;2XH(762);1-3;B-2,ej,garnp001,M,culbf901,Call at HP
PIT200609150,5,0,lodup001,FS*BFC,K,ej,lodup001,P,kellj901,Called third strike
SDN200606250,8,1,bardj001,BCBSC,K,ej,bardj001,P,nauep901,Called third strike
SDN200606250,8,1,bardj001,BCBSC,K,ej,bochb002,M,nauep901,Called third strike
SDN200607160,6,0,jonec004,1CF>B,SB2,ej,muset101,C,drecb901,Checked swing
SDN200607160,6,0,jonec004,1CF>B,SB2,ej,bochb002,M,drecb901,Checked swing
SDN200607160,7,0,franj004,CSBBFBT,K,ej,franj004,P,drecb901,Foul tip call
SDN200607160,7,0,franj004,CSBBFBT,K,ej,cox-b103,M,drecb901,Foul tip call
SDN200608060,5,1,camem001,BCBCBFC,K,ej,rettm101,C,emmep901,Balls and strikes
SDN200608230,4,0,lugoj001,BBBCX,53/G,ej,lugoj001,P,guccc901,Call at 1B; slammed helmet down
SDN200608230,5,1,gonza003,BFBBF>F>F>F1>F>F1>B,W.1-2,ej,littg801,M,reedr901,Decision concerning two trips trips to mound
SDN200608230,5,1,gonza003,BFBBF>F>F>F1>F>F1>B,W.1-2,ej,pennb002,P,reedr901,Balls and strikes
SEA200605060,3,0,sizeg001,X,143/G,ej,hargm001,M,reynj901,Balls and strikes
SEA200605060,7,1,sexsr001,.CCS,K,ej,goffm801,C,reynj901,Check swing
SEA200607050,8,1,everc001,..BCFX,3/G,ej,everc001,P,knigb901,Comments about HP umpire Phil Cuzzi
SEA200607080,6,1,ibanr001,.SFBBFT,K,ej,hargm001,M,barrt901,Balls and strikes
SEA200607250,5,0,hilla001,IIII,IW,ej,hargm001,M,mcclt901,Balls and strikes
SFN200604070,7,0,jonec004,BBBB,W.2-3;1-2,ej,cox-b103,M,gibsg901,Balls and strikes
SFN200606100,2,0,sancf001,CFFBBFC,K,ej,sancf001,P,reedr901,Called third strike
SFN200606270,5,0,younm003,CCFBC,K,ej,younm003,P,younl901,Called third strike
SFN200606270,5,0,younm003,CCFBC,K,ej,showb801,M,younl901,Called third strike
SFN200606270,9,0,kinsi001,.FB*BFX,S5/G.3-H(UR);2-3;1-2,ej,teixm001,P,hallt901,Fair/foul call
SFN200606270,9,0,kinsi001,.FB*BFX,S5/G.3-H(UR);2-3;1-2,ej,derom001,P,hallt901,Fair/foul call (ran onto field)
SFN200607310,3,1,aloum001,CBCC,K,ej,aloum001,P,gormb901,Called third strike
SFN200608040,9,1,vizcj001,FX,3/G.2-3,ej,bondb001,P,kulpr901,Balls and strikes
SFN200608050,6,0,barmc001,B>X,2/G/BINT.1-1,ej,hurdc001,M,iassd901,Interference call
SLN200604290,4,0,zimmr001,LBX,63/G,ej,jackd003,P,welkb901,Balls and strikes (from the bench)
SLN200605180,3,1,spies001,CFBBBX,3/G,ej,manuj101,C,welkt901,Balls and strikes
SLN200609120,5,1,roles001,CCBC,K,ej,roles001,P,tscht901,Called third strike
TBA200604120,6,1,crawc002,BCCX,13/G,ej,crawc002,P,darlg901,Throwing hat on field after making an out
TBA200605120,4,1,lee-t002,BCCBX,23/G,ej,gibbj001,M,welkb901,Balls and strikes
TBA200605120,5,0,riosa002,BCBBC.T,K,ej,branm001,C,welkb901,Balls and strikes
TBA200605190,6,1,gomej001,CX,E6/TH1,ej,giraj001,M,mealj901,Play at 1B
TBA200606050,5,1,peret003,SX,43/BG,ej,maddj801,M,schrp901,Check swing
TBA200606210,5,1,huffa001,FCBX,D8/L,ej,melvb001,M,herna901,Balls and strikes
TBA200607050,3,1,gomej001,CF1F*BC,K,ej,gomej001,P,gibsg901,Called third strike
TBA200609050,7,0,cuddm001,BX,D8/F.1-H,ej,gardr001,M,tscht901,In play/homer call
TBA200609190,5,0,moram002,1N.BBBB,W,ej,butcm001,C,holbs901,Balls and strikes
TBA200609250,1,0,canor001,FB>X,S5/G.1-2,ej,maddj801,M,marqa901,Balls and strikes
TBA200609250,1,0,canor001,FB>X,S5/G.1-2,ej,butcm001,C,marqa901,Balls and strikes
TEX200605100,4,1,wilkb002,CBCC,K,ej,showb801,M,wegnm901,Balls and strikes
TEX200605300,1,0,ibanr001,BBBCSFC,K,ej,ibanr001,P,nauep901,Balls and strikes
TEX200606220,5,1,blalh001,X,D9/L.2-H;1-H;B-3(THH),ej,bochb002,M,mcclt901,Call at HP
TEX200606220,5,1,blalh001,X,D9/L.2-H;1-H;B-3(THH),ej,bochb002,M,mcclt901,
TEX200608150,4,0,rivej001,BBH,HP,ej,padiv001,P,wendh902,Intentional HBP
TEX200608150,4,0,rivej001,BBH,HP,ej,showb801,M,wendh902,Intentional HBP
TEX200608160,8,1,younm003,H,HP,ej,gregk001,P,holbs901,Intentional HBP
TEX200608160,8,1,younm003,H,HP,ej,sciom001,M,holbs901,Intentional HBP
TEX200608160,8,1,guzmf001,...SBBH,HP.2-3;1-2,ej,donnb001,P,holbs901,Intentional HBP
TEX200608160,8,1,guzmf001,...SBBH,HP.2-3;1-2,ej,roenr001,C,holbs901,Intentional HBP
TEX200608160,9,0,kenna001,H,HP,ej,kenna001,P,holbs901,Charging mound after HBP
TEX200608160,9,0,kenna001,H,HP,ej,felds001,P,holbs901,Intentional HBP
TEX200608160,9,0,kenna001,H,HP,ej,showb801,M,holbs901,Intentional HBP
TOR200608260,5,0,berra001,CSX,13/G,ej,bellb001,M,westj901,Balls and strikes
TOR200609180,5,0,matsh001,BCCBS,K,ej,damoj001,P,millb901,Balls and strikes (from on deck circle)
TOR200609230,6,1,glaut001,.1BFX,FC5.1X2(5E4);B-1,ej,frant001,M,eddid901,Call at 2B
WAS200605030,5,0,moehb001,BX,36(1)/FO/BG,ej,jacom001,P,younl901,Balls and strikes (not in game)
WAS200606150,8,1,fickr001,BCFB.BC,K,ej,fickr001,P,gormb901,Balls and strikes
ANA200708060,4,0,ramim002,SFS,K,ej,ramim002,P,hoyej901,Checked swing
ANA200708200,8,1,willr004,CC>BS,K,ej,sciom001,M,iassd901,Checked swing
ANA200709170,7,0,navad001,CB1SX,S7/F-.1-2,ej,maddj801,M,froeb901,Arguing with 1B umpire
ANA200709200,6,1,guerv001,B...BBCB,W,ej,campj002,P,demud901,Intentional HBP
ANA200709200,6,1,guerv001,B...BBCB,W,ej,mclaj801,M,demud901,Intentional HBP by Campillo
ARI200704250,5,1,snydc002,BBB>B,W.1-2,ej,melvb001,M,reilm901,Balls and strikes
ARI200708240,7,0,kendj001,FBBBLX,S9/L.2-3,ej,melvb001,M,coope901,Balls and strikes
ARI200708310,9,0,tulot001,.FSBX,63/G,ej,hurdc001,M,laynj901,Call at 1B
ARI200708310,9,0,tulot001,.FSBX,63/G,ej,tulot001,P,monte901,Call at 1B (Threw helmet)
ARI200709040,5,0,bradm001,F1SC,K,ej,bradm001,P,cuzzp901,Called third strike
ATL200705010,8,0,rowaa001,B1,POCS2(136),ej,manuc101,M,westj901,Arguing for balk call
ATL200705060,7,1,jonec004,.CBBCFS,K,ej,jonec004,P,davib902,Checked swing for strike three
ATL200705060,7,1,jonec004,.CBBCFS,K,ej,cox-b103,M,davib902,Checked swing for strike three
ATL200705250,4,1,rente001,CBFBC,K,ej,cox-b103,M,emmep901,Called third strike on Renteria
ATL200705250,4,1,rente001,CBFBC,K,ej,rente001,P,emmep901,Called third strike
ATL200705260,3,1,johnk003,BBCFX,D9/L,ej,cox-b103,M,kulpr901,Fair/foul call at 1B
ATL200705260,3,1,johnk003,BBCFX,D9/L,ej,smolj001,P,kulpr901,Arguing after Cox ejection; not in game
ATL200706100,1,1,rente001,BBH,HP,ej,lillt001,P,wolfj901,Intentional HBP
ATL200706230,9,1,mccab002,.CCC,K,ej,mccab002,P,fairc901,Called third strike
ATL200706230,9,1,mccab002,.CCC,K,ej,cox-b103,M,fairc901,Arguing McCann's ejection
ATL200707160,5,1,franj004,SSFC,K,ej,franj004,P,herna901,Balls and strikes
ATL200708140,5,1,jonec004,CBF*BC,K,ej,cox-b103,M,barrt901,Balls and strikes
ATL200708150,3,0,vizqo001,L1,BK.1-2,ej,cox-b103,M,herna901,Balk call on Hudson
ATL200708150,4,0,klesr001,FCBBBC,K,ej,klesr001,P,carlm901,Balls and strikes
ATL200708150,5,0,ortir001,CX,24/SH/BG.2-3,ej,bochb002,M,carlm901,Balls and strikes
ATL200709020,8,0,aloum001,CCB1>S,K+SB2,ej,aloum001,P,fleta901,Checked swing for strike three
ATL200709040,9,1,escoy001,CCBS,K,ej,penab002,P,marqa901,Checked swing strike call; not in game
ATL200709080,5,1,jonec004,BX,E8/F.2-3;1-2,ej,corrp102,C,reynj901,Checked swing
ATL200709210,8,0,dillj001,...BBBB,W.3-H;2-3;1-2,ej,cox-b103,M,guccc901,Balls and strikes
ATL200709230,7,1,jonea002,BX,S8/F.2-H;1-2,ej,yoste001,M,guccc901,Call at 2B
BAL200704210,5,0,riosa002,X,9/F,ej,gibbj001,M,cuzzp901,Balls and strikes
BAL200705100,5,1,gibbj002,B,SB2.1-3(E2/TH2),ej,wiggt001,P,hoyej901,Call at 3B
BAL200706080,6,0,tulot001,N,BK.3-H,ej,perls101,M,vanol901,Arguing run-scoring balk
BAL200706080,8,0,tulot001,.CBBSFB>B,W.1-2,ej,hurdc001,M,vanol901,Checked swing to Spilborghs
BAL200706140,8,1,paytj001,..MLM,K,ej,paytj001,P,monte901,Balls and strikes
BAL200706140,8,1,paytj001,..MLM,K,ej,perls101,M,monte901,Arguing strike call and ejection of Pay
BAL200706280,8,0,jeted001,C>F>B.X,S8/G.3-H;2-H;B-2(TH),ej,moram002,P,tscht901,Arguing rain delay
BAL200707250,3,0,uptob001,CSB>C,K,ej,hends001,C,hallt901,Called third strike on BJ Upton
BAL200709070,4,0,pedrd001,BN,BK.3-H,ej,cabrd001,P,dimum901,Throwing behind Pedroia and inciting Red Sox
BAL200709070,4,0,pedrd001,BN,BK.3-H,ej,cashk001,P,dimum901,Actions in brawl after Cabrera's pitch
BAL200709120,4,1,paytj001,CFX,64(1)/FO/G.3-H,ej,tremd801,M,emmep901,Call at 2B
BOS200704100,8,0,guilj001,.CSS,K,ej,guilj001,P,cuzzp901,Walking towards mound after striking out
BOS200704100,8,0,johjk001,BSH,HP,ej,donnb001,P,cuzzp901,Intentional HBP
BOS200705010,5,0,chave001,CCBFS,K,ej,gereb001,M,relic901,Balls and strikes
BOS200706010,5,0,damoj001,CBF>B,CS3(25).1-2,ej,torrj101,M,crawj901,Caught stealing call at 3B
BOS200706010,9,1,youkk001,CBBFH,HP,ej,procs001,P,onorb901,Intentional HBP
BOS200706150,1,1,ortid001,BSCFBC,K,ej,ortid001,P,randt901,Called third strike
BOS200707120,7,1,lugoj001,BBX,E6/TH1,ej,gibbj001,M,hirsj901,Call at 1B
BOS200707200,1,1,drewj001,BCBX,D7/F.2-H;1XH(762),ej,frant001,M,mcclt901,Non home run call over LF wall
BOS200708172,9,1,youkk001,CCS,K,ej,youkk001,P,rungb901,Checked swing
BOS200708172,9,1,youkk001,CCS,K,ej,frant001,M,wegnm901,Checked swing
BOS200708310,4,0,paytj001,CFBB*BX,FC5/G.3XH(52);1-3;B-2(E2/TH),ej,tremd801,M,westj901,Obstruction non-call
CHA200704180,3,0,hairj002,CX,53/G,ej,hairj002,P,hoyej901,call at 1B
CHA200704290,7,0,cabro001,.SX,7/FDP.3X3(75),ej,sciom001,M,dowda901,Call at 3B
CHA200705210,5,1,dye-j001,BFCC,K,ej,dye-j001,P,guccc901,Called third strike
CHA200706070,8,1,piera001,.CFS,K,ej,piera001,P,davib902,Balls and strikes
CHA200706080,4,0,berkl001,BFFBFC,K,ej,berkl001,P,holbs901,Called third strike
CHA200706080,4,0,berkl001,BFFBFC,K,ej,garnp001,M,holbs901,Called third strike on Berkman
CHA200706240,8,0,derom001,BX,S9/L/OBS.2-3;1-2,ej,guilo001,M,westj901,Obstruction call
CHA200709290,9,1,podss001,X,FC2/SH/BG/R6.1-2;B-1,ej,leylj801,M,eddid901,Call at 2B
CHN200705080,7,1,soria001,B*BX,S7/F.2-H(UR);1-2,ej,tracj101,M,hallt901,Call at 2B
CHN200705200,9,1,floyc001,..CSS,K,ej,floyc001,P,westj901,Balls and strikes
CHN200706020,8,1,jonej003,BB,OA.2X3(25),ej,pinil001,M,wegnm901,Call at 3B; Piniella threw hat and kicked dirt
CHN200706160,4,1,lee-d002,FBCFH,HP,ej,lee-d002,P,everm901,Brawl after HBP
CHN200706160,4,1,lee-d002,FBCFH,HP,ej,perrg001,C,everm901,Brawl after HBP
CHN200706160,4,1,lee-d002,FBCFH,HP,ej,younc003,P,everm901,Brawl after HBP
CHN200706160,4,1,lee-d002,FBCFH,HP,ej,peavj001,P,everm901,Brawl after HBP (not in the game)
CHN200709020,6,1,ramia001,BCCBF*B>F>F>C,K,ej,ramia001,P,randt901,Called third strike
CIN200705230,7,1,dunna001,.BBCBC>B,W.3-H;2-3;1-2,ej,kingr001,P,barkl901,Balls and strikes
CIN200707070,7,1,freer001,FX,13/BG,ej,freer001,P,fairc901,Call at 1B
CIN200708090,9,1,dunna001,.CBCBC,K,ej,dunna001,P,emmep901,Called third strike
CIN200708230,2,1,keppj001,X,9/F,ej,cox-b103,M,laynj901,Balls and strikes
CIN200708230,6,0,escoy001,11X,S5/G-.1-2,ej,pendt001,C,laynj901,Balls and strikes
CIN200709070,3,1,vottj001,BCBFFBB,W,ej,yoste001,M,wintm901,Balls and strikes
CLE200704150,6,0,credj001,CSBFBC,K,ej,credj001,P,mealj901,Called third strike
CLE200704270,1,1,sizeg001,CBFBX,S7/L,ej,wedge001,M,millb901,Balls and strikes
CLE200705200,8,0,philb001,.>C,CS3(25).1-2,ej,narrj001,M,darlg901,Call at 3B
CLE200705310,5,0,shefg001,CCX,43/G,ej,shefg001,P,gibsg901,Balls and strikes
CLE200706020,4,1,hafnt001,1FSFBB1S,K,ej,verlj001,P,gibsg901,Balls and strikes from bench
CLE200706020,4,1,hafnt001,1FSFBB1S,K,ej,leylj801,M,randt901,Balls and strikes
CLE200707140,8,1,garkr001,CBFBS,K,ej,garkr001,P,carlm901,Balls and strikes
CLE200708120,7,1,gomec001,CX,63/G,ej,guidr001,C,mcclt901,Balls and strikes
CLE200708280,5,0,huntt001,BX,S9/G.2-H;1-3;BX2(934),ej,gardr001,M,wendh902,Call at 2B
CLE200708300,4,1,gomec001,FB1,POCS2(136),ej,wedge001,M,holbs901,Non-Balk call
COL200706050,8,0,berkl001,BBCFBS,K,ej,berkl001,P,rapue901,Checked swing
COL200706050,9,0,lee-c001,.H,HP,ej,garnp001,M,rapue901,Arguing about pitcher throwing at batter
COL200706060,7,1,hollm001,H,HP,ej,willw001,P,buckc901,Intentional HBP
COL200706170,7,1,hollm001,FS>B,SB2,ej,maddj801,M,barrt901,Balls and strikes
COL200709040,8,1,torry001,..1H,HP.1-2,ej,wilsb001,P,mealj901,Intentional HBP
COL200709040,8,1,torry001,..1H,HP.1-2,ej,bochb002,M,mealj901,Intentional HBP
DET200704280,5,0,kubej002,BX,S8/L.3-H;2-H,ej,ledew001,P,nauep901,Obstruction call
DET200704280,5,0,kubej002,BX,S8/L.3-H;2-H,ej,leylj801,M,nauep901,Obstruction call
DET200706290,1,1,ordom001,*BSBC*B>C,K+SB3;SB2,ej,mccll001,C,fostm901,Called third strike (from the bench)
DET200708240,9,0,posaj001,BCCC,K,ej,posaj001,P,davib902,Called third strike
DET200708260,4,0,betew001,BBCBX,7/F,ej,rodri001,P,holbs901,Balls and strikes
FLO200704100,8,0,graft001,C1F*B>FF1BF1B>F>C,K,ej,graft001,P,eddid901,Called third strike
FLO200705230,9,1,boona001,SFBX,S7/L.2-H;1-2,ej,manuc101,M,timmt901,Call at HP
FLO200705230,9,1,boona001,SFBX,S7/L.2-H;1-2,ej,barar001,P,timmt901,Call at HP
FLO200705240,3,0,burrp001,BBFSBX,5E3/G,ej,gonzf801,M,meric901,Call at 1B
FLO200706130,6,0,sizeg001,.CFH,HP,ej,tankt001,P,knigb901,Intentional HBP
FLO200706130,6,0,sizeg001,.CFH,HP,ej,gonzf801,M,knigb901,Intentional HBP
FLO200706130,6,0,sizeg001,.CFH,HP,ej,boona001,P,knigb901,Arguing two ejections on intentional HB
FLO200706240,4,0,cuddm001,CFC,K,ej,cuddm001,P,younl901,Called third strike
FLO200706240,4,0,cuddm001,CFC,K,ej,gardr001,M,younl901,Arguing Cuddyer ejection; threw hat
FLO200708190,4,1,rossc001,BCFBC,K,ej,gonzf801,M,mcclt901,Arguing with umpire
FLO200708200,5,0,molib001,C>B,SB2,ej,kranr801,C,schrp901,Arguing foul tip call on check swing
FLO200708280,11,0,franj004,...SFBBS,K,ej,franj004,P,eddid901,Balls and strikes
FLO200709200,7,0,milll002,CX,6/P,ej,milll002,P,joycj901,Balls and strikes
FLO200709250,9,0,ramia001,BCBBCX,8/F,ej,ramia001,P,fleta901,Balls and strikes after a fly out
HOU200705110,7,1,evera001,CFBS,K,ej,garnp001,M,scotd901,Check swing
HOU200705300,1,0,hoppn001,CFFX,D7/F,ej,narrj001,M,welkb901,Balls and strikes
HOU200707030,9,1,lee-c001,FBBFFX,64(1)/FO/G.3-H;2-3,ej,manuc101,M,barkl901,Call at 1B
HOU200708120,8,0,fielp001,BFSC,K,ej,fielp001,P,bellw901,Called third strike
HOU200708290,8,1,berkl001,X,54(1)3/GDP,ej,larut101,M,tscht901,Balls and strikes
KCA200705300,7,1,browe001,SFC,K,ej,browe001,P,fostm901,Called third strike
KCA200705300,7,1,browe001,SFC,K,ej,bellb001,M,fostm901,Called third strike on Emil Brown
KCA200707060,9,0,harrb001,.BSCS,K,ej,bellb001,M,hallt901,Balls and strikes
KCA200709110,7,0,mauej001,CX,8/SF/F.3-H;2-3,ej,bellb001,M,poncl901,Balls and strikes
KCA200709290,8,1,germe001,..X,24/BG/RINT.1-1,ej,bellb001,M,welkb901,Interference call
LAN200704210,3,0,laroa001,FBBBB,W.3-H;2-3;1-2,ej,littg801,M,westj901,Balls and strikes
LAN200708130,4,1,garcn001,BSFBC,K,ej,garcn001,P,hallt901,Called third strike
MIL200705050,7,1,fielp001,FH,HP,ej,cappm001,P,marqa901,Intentional HBP
MIL200706200,6,0,robed001,X,63/G,ej,bochb002,M,knigb901,Call at 1B
MIL200709140,7,1,jenkg001,FSBS,K,ej,jenkg001,P,hirsj901,Checked swing
MIL200709240,6,1,milld002,CFBBC,K,ej,skaaj801,C,cuzzp901,Called third strike on Miller
MIL200709240,6,1,milld002,CFBBC,K,ej,milld002,P,cuzzp901,Called third strike
MIL200709240,7,0,ludwr001,.BX,S7/G.3-H;2-H;1-2,ej,yoste001,M,cuzzp901,Call at HP after arguing balls and strikes
MIL200709260,8,0,pujoa001,.H,HP,ej,mccls002,P,hallt901,Intentional HBP
MIL200709260,8,0,pujoa001,.H,HP,ej,yoste001,M,hallt901,Intentional HBP by McClung
MIN200705100,5,0,ozunp001,CFX,S9/G.2-H;1-3;B-2(TH),ej,gardr001,M,cousd901,Call at HP
MIN200706260,7,1,redmm001,CFX,9/FDP.3XH(92),ej,gardr001,M,wintm901,Call at HP
MIN200706280,9,0,thomf001,.SFBC,K,ej,thomf001,P,wegnm901,Balls and strikes
MIN200706280,9,0,thomf001,.SFBC,K,ej,gibbj001,M,wegnm901,Arguing Thomas ejection
MIN200709140,8,1,huntt001,..BF11FS,K,ej,huntt001,P,fairc901,Checked swing
MIN200709140,8,1,huntt001,..BF11FS,K,ej,gardr001,M,fairc901,Arguing Torii Hunter's ejection
MIN200709170,8,1,bartj001,...BCBBCX,S4/G,ej,gardr001,M,nelsj901,Call at 1B
NYA200704280,8,0,crisc001,CCBBC,K,ej,crisc001,P,froeb901,Called third strike (threw bat)
NYA200705060,7,0,johjk001,BCFX,53/G,ej,procs001,P,everm901,Result of beanball war
NYA200705060,7,0,johjk001,BCFX,53/G,ej,torrj101,M,everm901,Result of beanball war
NYA200705060,7,0,johjk001,BCFX,53/G,ej,hargm001,M,everm901,Result of beanball war
NYA200707030,8,0,puntn001,.CCFFC,K,ej,huntt001,P,kulpr901,Called third strike from the bench
NYA200707310,1,1,damoj001,CFX,S5/G,ej,guilo001,M,cuzzp901,Balls and strikes
NYA200707310,6,0,konep001,BFCBFFFBC,K,ej,konep001,P,cuzzp901,Called third strike
NYA200708010,8,1,canor001,BH,HP,ej,haegc001,P,hallt901,Intentional HBP
NYA200708300,7,0,drewj001,BTCX,5(2)3/GDP.1-2,ej,frant001,M,cousd901,Out call on Youkilis
NYA200708300,9,0,ortid001,X,7/F,ej,chamj002,P,herna901,Throwing at Kevin Youkilis
NYA200709050,8,1,betew001,BX,43/G.2-3,ej,whitr002,P,vanol901,Balls and strikes
NYA200709170,8,0,paytj001,FBSBFS,K,ej,paytj001,P,kellj901,Balls and strikes
NYA200709190,5,0,paytj001,FFBBB>C,K+CS2(24)/DP,ej,paytj001,P,reilm901,Called third strike
NYN200704140,6,0,hills003,H,HP,ej,herno001,P,wintm901,Intentional HBP
NYN200704220,6,1,grees001,BBBB,W.2-3;1-2,ej,cox-b103,M,emmep901,Balls and strikes
NYN200706070,6,1,wrigd002,BBFFFBX,HR/78/F,ej,manuc101,M,laynj901,Changed call to homer
NYN200706230,6,1,reyej001,*BBCFB*B,W,ej,lodup001,P,hudsm901,Balls and strikes; during at bat
NYN200707250,3,1,grees001,.X,74(1)/FO/L.2-3,ej,tracj101,M,vanol901,Throwing hat while arguing non-catch call
NYN200709140,9,1,lodup001,BCFC,K,ej,lodup001,P,emmep901,Called third strike
NYN200709150,9,1,andem003,..CBFBBFC,K,ej,andem003,P,iassd901,Called third strike
NYN200709290,5,1,castl001,BB.BB,W,ej,olivm001,P,hicke901,Throwing punch at Jose Reyes during pitching change
OAK200705180,8,1,ellim001,S*BFBX,HR/7/F.3-H;2-H;1-H,ej,klins002,P,millb901,Balls and strikes
OAK200705180,8,1,ellim001,S*BFBX,HR/7/F.3-H;2-H;1-H,ej,bochb002,M,millb901,Balls and strikes
OAK200706060,8,0,lugoj001,.CBCX,9/F,ej,frant001,M,iassd901,Balls and strikes
OAK200707080,7,0,ibanr001,BX,D8/F.3-H;2-H;1-H;B-3(E6/THH),ej,blanj001,P,reint901,Pushing Ichiro Suzuki
OAK200707080,7,0,ibanr001,BX,D8/F.3-H;2-H;1-H;B-3(E6/THH),ej,batim001,P,reint901,Reacting to Blanton's pushing Ichiro
OAK200708180,5,0,teahm001,CF*B.X,S4/G4S/OBS.1-2,ej,gereb001,M,muchm901,Obstruction call on Mark Ellis
OAK200709160,1,1,swisn001,BCBCBH,HP.1-2,ej,swisn001,P,meric901,Brawl after intentional HBP
OAK200709160,1,1,swisn001,BCBCBH,HP.1-2,ej,padiv001,P,meric901,Brawl after intentional HBP
PHI200704130,5,1,rollj001,BN,BK.3-H;1-2,ej,garnp001,M,gibsg901,Balk call
PHI200705150,4,0,jenkg001,FFC,K,ej,yoste001,M,vanol901,Balls and strikes
PHI200706010,2,0,morrm001,BOLB+2,POCS3(265),ej,manuc101,M,mcclt901,Balls and strikes
PHI200706170,8,0,guilc001,BCFX,S8/L.2-H;1-2,ej,ruizc001,P,welkb901,Balls and strikes
PHI200706170,8,0,guilc001,BCFX,S8/L.2-H;1-2,ej,manuc101,M,welkb901,Balls and strikes
PHI200706170,8,0,guilc001,BCFX,S8/L.2-H;1-2,ej,smits801,C,diazl901,Balls and strikes
PHI200707260,5,1,howar001,1H,HP.1-2,ej,actam801,M,wendh902,Arguing Lannan's ejection
PHI200707260,5,1,howar001,1H,HP.1-2,ej,lannj001,P,wendh902,Intentional HBP; broke Utley's hand
PHI200708270,1,1,rollj001,CSX,43/G,ej,manuc101,M,westj901,Call at 1B
PHI200708270,8,1,costc001,BCBX,8/L,ej,wrigd002,P,buckc901,Called third strike; half inning later
PHI200709110,9,0,heltt001,CBBFC,K,ej,quirj001,C,dimum901,Balls and strikes
PHI200709110,9,0,heltt001,CBBFC,K,ej,hurdc001,M,hirsj901,Balls and strikes; arguing Quirk's ejection
PHI200709120,2,0,torry001,CBFC,K,ej,torry001,P,welkb901,Called third strike
PHI200709130,7,0,heltt001,H,HP,ej,alfoa001,P,hirsj901,Intentional HBP
PIT200705290,2,0,gilem001,BCSBC,K,ej,gilem001,P,westj901,Called third strike
PIT200705310,11,0,bardj001,BX,D9/F,ej,bardj001,P,rapue901,Reversed call from homer to double
PIT200705310,11,0,bardj001,BX,D9/F,ej,blacb001,M,westj901,Arguing after Bard ejected on reversed call
PIT200706030,4,1,gorzt001,X,FC3/G/THH.3-H;B-1,ej,littg801,M,welkb901,Call at HP
PIT200708020,8,0,spies001,..FFBBC,K,ej,spies001,P,davib902,Called third strike
SDN200704180,12,0,calla001,.CBBX,3E1/G,ej,welld001,P,eddid901,Call at 1B (from bench)
SDN200705250,7,0,jenkg001,11.CBSC,K,ej,jenkg001,P,laynj901,Called third strike
SDN200705250,7,0,jenkg001,11.CBSC,K,ej,yoste001,M,laynj901,Called third strike on Jenkins
SDN200706080,9,0,betay001,BFB1X,7/F,ej,garcc001,C,marqa901,Called strike to Vidro
SDN200706230,6,1,bardj001,X,HR/7/F.2-H,ej,frant001,M,knigb901,Second call reversal in game
SDN200707070,4,0,franj004,SSFB1X,HR/7/F.1-H,ej,welld001,P,hicke901,Balls and strikes
SDN200707220,5,1,barrm003,CCFC,K,ej,barrm003,P,guccc901,Balls and strikes
SDN200707220,5,1,barrm003,CCFC,K,ej,blacb001,M,guccc901,Balls and strikes
SDN200708280,6,1,kouzk001,X,S1/BG.2-3;1-2,ej,melvb001,M,barkl901,Call at 1B
SDN200709010,7,0,martr004,FBCC,K,ej,martr004,P,iassd901,Called third strike
SDN200709230,8,1,bradm001,X,S8/G,ej,bradm001,P,wintm901,Arguing about bat throwing incident
SDN200709230,8,1,kouzk001,FF*BF..BFX,D8/F.1-H,ej,blacb001,M,wendh902,Checked swing
SEA200706220,2,0,grifk002,CX,36(1)/FO/G.2-H(E6/TH)(NR);B-1,ej,hargm001,M,wintm901,Balls and strikes
SEA200707120,4,1,betay001,1B>S,SB2.1-3(E2/TH),ej,rodri001,P,wintm901,Arguing batter interference; bumped umpire
SEA200707290,6,0,murpd004,.CX,S6/G6,ej,sexsr001,P,carlm901,Call at 1B
SEA200708150,6,0,cuddm001,BCCS,K,ej,gardr001,M,cedeg901,Balls and strikes
